rapport_id;rapport_name;var;nederlands;frans
1;B2008_SIGNALETIC;B2008_table1;Tabel 1 : Aantal records (N) en de som van de aantallen per site, maand en per recordtype.;Tableau 1 : Nombre de records (N) et la somme des nombres par site, mois et type de record.
1;B2008_SIGNALETIC;B2008_table1a;Tabel 1a : Correcte gegevens.;Tableau 1a : Données correctes
1;B2008_SIGNALETIC;B2008_table1b;Tabel 1b : Fout in site of maand.;Tableau 1b : Erreurs dans site ou mois
1;B2008_SIGNALETIC;B2008_table2;Tabel 2 : Voor record type 'S0802' : Aantal records (N) en aantal bedden per kostenplaats en per maand.;Tableau 2 : Pour le type de record 'S0802' : Nombre de records (N) et nombre de lits par centre de frais et par mois.
1;B2008_SIGNALETIC;B2008_table2a;Tabel 2a : Correcte gegevens.;Tableau 2a : Données correctes
1;B2008_SIGNALETIC;B2008_table2b;Tabel 2b : Fout in kostenplaats;Tableau 2b : Erreurs dans centre de frais
1;B2008_SIGNALETIC;B2008_table3;Tabel 3 : Aantal erkende bedden per bedindex en per maand.;Tableau 3 : Nombre de lits agréés par index de lit et par mois
1;B2008_SIGNALETIC;B2008_table4;Tabel 4 : Vergelijking van het aantal erkende bedden per bedindex en het aantal bedden per kostenplaats.;Tableau 4 : Comparaison entre le nombre de lits agréés par index de lit et le nombre de lits par centres de frais
1;B2008_SIGNALETIC;B2008_table5;Tabel 5 : Aantal bevallingen en/of aantal gecolloceerden per budgettaire type.;Tableau 5 : Nombre d'accouchements et/ ou collocques par type budgétaire
1;B2008_SIGNALETIC;B2008_table5a;Tabel 5a : Correcte gegevens.;Tableau 5a : Données correctes
1;B2008_SIGNALETIC;B2008_table5b;Tabel 5b : Butgettaire type niet geldig voor dit ziekenhuis;Tableau 5b : Type budgétaire invalide pour cet hôpital
1;B2008_SIGNALETIC;Record_type_cd;Recordtype;Recordtype
1;B2008_SIGNALETIC;Sender_cd_lb;Erkenningsnummer;Nr d'agrément
1;B2008_SIGNALETIC;Year_lb;Jaar;Année
1;B2008_SIGNALETIC;Period_cd_lb;Période;Période
1;B2008_SIGNALETIC;item_01;Verzekeringsinstelling;Organisme assureur
1;B2008_SIGNALETIC;item_03;Type patient;Type de patient
1;B2008_SIGNALETIC;item_05;Maand;Mois
1;B2008_SIGNALETIC;item_13;Site;Site
1;B2008_SIGNALETIC;item_14;Type opname/transfer;Type d'admission/transfer
1;B2008_SIGNALETIC;item_15;Kostenplaats;Centre de frais
1;B2008_SIGNALETIC;item_02;Budgettaire type;Type budgétaire
1;B2008_SIGNALETIC;Tot;Totaal;Total
1;B2008_SIGNALETIC;Sum;Som;Somme
1;B2008_SIGNALETIC;Num;Aantal;Nombre
1;B2008_SIGNALETIC;Nlit;Aantal bedden;Nombre de lits
1;B2008_SIGNALETIC;LitAgr;Aantal erkende bedden;Nombre de lits agréés
1;B2008_SIGNALETIC;Sem;Semester;Semestre
1;B2008_SIGNALETIC;Bedindex;Bedindex;Index de lit
1;B2008_SIGNALETIC;cost;KP;CF
2;SF_CTRL_TECH;record_type_lb;Record Type;Le type de record
2;SF_CTRL_TECH;record_err_lb;Is niet gedefiniëerd voor deze collecte;n'est pas defini pour cette collecte
2;SF_CTRL_TECH;msg2_lb;Omschrijving;Description
2;SF_CTRL_TECH;dt_date_err_lb;moet een datum zijn met het formaat  <DDMMJJJJ>;doit être de type date et de la forme <JJMMAAAA>
2;SF_CTRL_TECH;dt_date_err2_lb;moet juist 8 karakters hebben;doit faire exactement 8 positions
2;SF_CTRL_TECH;dt_num_err_lb1a;moet numerisch zijn;doit être de type numerique et de
2;SF_CTRL_TECH;dt_num_err_lb1b;posities;position(s)
2;SF_CTRL_TECH;dt_num_err_lb2;moet numerisch zijn;doit être de type numerique
2;SF_CTRL_TECH;dt_num_err_lb3;maximaal;maximum
2;SF_CTRL_TECH;dt_num_err_lb4;is niet correct voor het deel voor of na de decimale punt voor het formaat;a une partie entière ou décimale incorrecte pour le format
2;SF_CTRL_TECH;mf_err_lb;moet (moeten) verschillend zijn van NULL of leeg;doit (doivent)  être différent de NULL ou vide
2;SF_CTRL_TECH;uf_err_lb;moet (moeten) NULL zijn of leeg;doit (doivent)  être NULL ou vide
2;SF_CTRL_TECH;no_err_lb;Een technische fout is opgetreden tijdens de technische controles;Une erreur technique est survenue lors des controles techniques
2;SF_CTRL_TECH;Type_report;Rapport technische controles;Rapport sur les controles techniques
2;SF_CTRL_TECH;foot;Directoraat-generaal Gezondheidszorg;Direction générale Soins de Santé
2;SF_CTRL_TECH;foot1;Dienst Financiering van de Ziekenhuizen;Service Financement des Hôpitaux
2;SF_CTRL_TECH;infos;Identificatie van het ziekenhuis;Identification de l'hôpital
2;SF_CTRL_TECH;title2_rt;Controle op het record type;Contrôle sur les types de record
2;SF_CTRL_TECH;title2_dt;Controle op het type en lengte van de gegevens;Contrôle sur les types et tailles des données
2;SF_CTRL_TECH;title2_mf;Controle op verwachte velden;Contrôles sur les champs attendus
2;SF_CTRL_TECH;title2_uf;Controle op onverwachte velden;Contrôles sur les champs inattendus
3;SFTRIM_SIGNALETIC;SFTRIM_table1;Tabel 1 : Aantal records (N) en de som van de aantallen per site, maand en per recordtype.;Tableau 1 : Nombre de records (N) et la somme des nombres par site, mois et type de record.
3;SFTRIM_SIGNALETIC;SFTRIM_table1a;Tabel 1a : Correcte gegevens.;Tableau 1a : Données correctes
3;SFTRIM_SIGNALETIC;SFTRIM_table1b;Tabel 1b : Fout in site of maand.;Tableau 1b : Erreurs dans site ou mois
3;SFTRIM_SIGNALETIC;SFTRIM_table2;Tabel 2 : Voor record type 'T0402' : Aantal records (N) en aantal bedden per kostenplaats en per maand.;Tableau 2 : Pour le type de record 'T0402' : Nombre de records (N) et nombre de lits par centre de frais et par mois.
3;SFTRIM_SIGNALETIC;SFTRIM_table2a;Tabel 2a : Correcte gegevens.;Tableau 2a : Données correctes
3;SFTRIM_SIGNALETIC;SFTRIM_table2b;Tabel 2b : Fout in kostenplaats;Tableau 2b : Erreurs dans centre de frais
3;SFTRIM_SIGNALETIC;SFTRIM_table3;Tabel 3 : Aantal erkende bedden per bedindex en per maand.;Tableau 3 : Nombre de lits agréés par index de lit et par mois
3;SFTRIM_SIGNALETIC;SFTRIM_table4;Tabel 4 : Vergelijking van het aantal erkende bedden per bedindex en het aantal bedden per kostenplaats.;Tableau 4 : Comparaison entre le nombre de lits agréés par index de lit et le nombre de lits par centres de frais
3;SFTRIM_SIGNALETIC;Record_type_cd;Recordtype;Recordtype
3;SFTRIM_SIGNALETIC;Sender_cd_lb;Erkenningsnummer;Nr d'agrément
3;SFTRIM_SIGNALETIC;Year_lb;Jaar;Année
3;SFTRIM_SIGNALETIC;Period_cd_lb;Période;Période
3;SFTRIM_SIGNALETIC;item_01;Verzekeringsinstelling;Organisme assureur
3;SFTRIM_SIGNALETIC;item_03;Type patient;Type de patient
3;SFTRIM_SIGNALETIC;item_05;Maand;Mois
3;SFTRIM_SIGNALETIC;item_13;Site;Site
3;SFTRIM_SIGNALETIC;item_14;Type opname/transfer;Type d'admission/transfer
3;SFTRIM_SIGNALETIC;item_15;Kostenplaats;Centre de frais
3;SFTRIM_SIGNALETIC;item_02;Budgettaire type;Type budgétaire
3;SFTRIM_SIGNALETIC;Tot;Totaal;Total
3;SFTRIM_SIGNALETIC;Sum;Som;Somme
3;SFTRIM_SIGNALETIC;Num;Aantal;Nombre
3;SFTRIM_SIGNALETIC;Nlit;Aantal bedden;Nombre de lits
3;SFTRIM_SIGNALETIC;LitAgr;Aantal erkende bedden;Nombre de lits agréés
3;SFTRIM_SIGNALETIC;Bedindex;Bedindex;Index de lit
3;SFTRIM_SIGNALETIC;cost;KP;CF
3;SFTRIM_SIGNALETIC;foot;Directoraat-generaal Gezondheidszorg;Direction générale Soins de Santé
3;SFTRIM_SIGNALETIC;foot1;Dienst Financiering van de Ziekenhuizen;Service Financement des Hôpitaux
3;SFTRIM_SIGNALETIC;infos;Identificatie van het ziekenhuis;Identification de l'hôpital
3;SFTRIM_SIGNALETIC;groupe;Group;Groupe
4;SFTRIM_BASIC;SFTRIM_table1;Tabel 1: Aantal records (N) en som van de aantallen of bedragen per recordtype;Tableau 1 : Nombre de records (N) et la somme des nombres ou montant par type de record.
4;SFTRIM_BASIC;SFTRIM_table1a;Tabel a : Correcte gegevens;Tableau 1a : Données correctes.
4;SFTRIM_BASIC;SFTRIM_table1b;Tabel 1b : Fouten in Sender_cd (Erknr), Year (Jaar), Period_cd of Value;Tableau 1b : Erreurs dans Sender_cd (Agr), Year (Année), Period_cd ou Valeur.
4;SFTRIM_BASIC;SFTRIM_table2;Tabel 2: Aantal records (N) en som van de aantallen of bedragen per maand en per recordtype;Tableau 2 : Nombre de records (N) et la somme des nombres ou montant par mois et par type de record.
4;SFTRIM_BASIC;SFTRIM_table2a;Tabel 2a : Correcte gegevens;Tableau 2a : Données correctes.
4;SFTRIM_BASIC;SFTRIM_table2b;Tabel 2b : Fout in maand;Tableau 2b : Erreurs dans mois.
4;SFTRIM_BASIC;SFTRIM_table3;Tabel 3: Aantal records (N) en som van de aantallen of bedragen per verzekeringsinstelling en per recordtype;Tableau 3 : Nombre de records (N) et la somme des nombres ou montants par organisme assureur et par type de record.
4;SFTRIM_BASIC;SFTRIM_table3a;Tabel 3a : Correcte gegevens;Tableau 3a : Données correctes.
4;SFTRIM_BASIC;SFTRIM_table3b;Tabel 3b : Fout in VI;Tableau 3b : Fautes dans organisme assureur.
4;SFTRIM_BASIC;SFTRIM_table4;Tabel 4: Aantal records (N) en som van de aantallen per type patient en per recordtype;Tableau 4 : Nombre de records (N) et la somme des nombres par type de patient et par type de record.
4;SFTRIM_BASIC;SFTRIM_table4a;Tabel 4a : Correcte gegevens;Tableau 4a : Données correctes.
4;SFTRIM_BASIC;SFTRIM_table4b;Tabel 4b : Fout in type patient;Tableau 4b : Fautes dans type de patient
4;SFTRIM_BASIC;SFTRIM_table5;Tabel 5: Aantal records (N) en som van de aantallen per type opname/transfer/gecolloceerden/geïnterneerden en per recordtype;Tableau 5 : Nombre de records (N) et la somme des nombres par type d'admission/transfert/colloqués/internés et par type de record.
4;SFTRIM_BASIC;SFTRIM_table5a;Tabel 5a : Correcte gegevens;Tableau 5a : Données correctes.
4;SFTRIM_BASIC;SFTRIM_table5b;Tabel 5b : Fout in type opname/transfer;Tableau 5b : Fautes dans type d'admission/transfert.
4;SFTRIM_BASIC;SFTRIM_table6;Tabel 6: Aantal records (N) en som van de aantallen of bedragen per RIZIV_code;Tableau 6 : Nombre de records (N) et la somme des nombres ou montants par code INAMI.
4;SFTRIM_BASIC;SFTRIM_table6a;Tabel 6a : Correcte gegevens;Tableau 6a : Données correctes.
4;SFTRIM_BASIC;SFTRIM_table6b;Tabel 6b : Fouten in RIZIV-code;Tableau 6b : Fautes dans code INAMI.
4;SFTRIM_BASIC;item_01;Verzekeringsinstelling;Organisme assureur
4;SFTRIM_BASIC;item_03;Type patient;Type de patient
4;SFTRIM_BASIC;item_14;Type opname/transfer;Type d'admission/transfert
4;SFTRIM_BASIC;item_04;RIZIV code;Code INAMI
4;SFTRIM_BASIC;Tot;Totaal;Total
4;SFTRIM_BASIC;Sum;Som;Somme
4;SFTRIM_BASIC;item_05;Maand;Mois
4;SFTRIM_BASIC;foot;Directoraat-generaal Gezondheidszorg;Direction générale Soins de Santé
4;SFTRIM_BASIC;foot1;Dienst Financiering van de Ziekenhuizen;Service Financement des Hôpitaux
4;SFTRIM_BASIC;infos;Identificatie van het ziekenhuis;Identification de l'hôpital
4;SFTRIM_BASIC;Record_type_cd;Recordtype;Recordtype
4;SFTRIM_BASIC;Sender_cd_lb;Erkenningsnummer;Nr d'agrément
4;SFTRIM_BASIC;Year_lb;Jaar;Année
4;SFTRIM_BASIC;Period_cd_lb;Periode;Période
5;SFTRIM_FINAL;ass;Verzekeringsinstellingen;Organismes assureurs
5;SFTRIM_FINAL;cost;Kostenplaats;Centre de frais
5;SFTRIM_FINAL;mois;Maand;Mois
5;SFTRIM_FINAL;Tot;Totaal;Total
5;SFTRIM_FINAL;oa;7VI;7OA
5;SFTRIM_FINAL;label1;Severity;sévérité
5;SFTRIM_FINAL;label2;Aantal controles;Nombre de contrôles
5;SFTRIM_FINAL;label3;Aantal fouten;Nombre d' erreurs
5;SFTRIM_FINAL;day;Dagen;Journées
5;SFTRIM_FINAL;ad;Opnames;Admissions
5;SFTRIM_FINAL;exit;Ontslagen;Sorties
5;SFTRIM_FINAL;bed;Erkende bedden;Lits agréés
5;SFTRIM_FINAL;exitdeath;Ontslagen: overlijdens inbrepen;Sorties: décès compris
5;SFTRIM_FINAL;pat;Type patient;Type de patient
5;SFTRIM_FINAL;OTHER;andere;autres
5;SFTRIM_FINAL;death;Overlijdens;décès
5;SFTRIM_FINAL;forfait;RIZIV code;Code INAMI
5;SFTRIM_FINAL;move;Beweging ;Mouvement
5;SFTRIM_FINAL;TAB1_03;Tabel 4A: Aantal dagen per verzekeringinstelling en per maand;Tableau 4A: Nombre de Journées par organisme assureur et par mois
5;SFTRIM_FINAL;TAB1_05;Tabel 4B: Aantal opnames per verzekeringinstelling en per maand;Tableau 4B: Nombre d'admissions par organisme assureur et par mois
5;SFTRIM_FINAL;TAB1_07;Tabel 4C: Aantal ontslagen, overlijdens inbgrepen per verzekeringinstelling en per maand;Tableau 4C: Nombre de sorties y compris les décès par organisme assureur et par mois
5;SFTRIM_FINAL;TAB1_08;Tabel 4D: Aantal overlijdens per verzekeringinstelling en per maand;Tableau 4D: Nombre de décès par organisme assureur et par mois
5;SFTRIM_FINAL;TAB2;Tabel 4E: Erkende bedden per kostenplaats en per maand;Tableau 4E: Lits agréés par centre de frais et par mois
5;SFTRIM_FINAL;TAB4_03;Tabel 4F: Aantal dagen per kostenplaats, per type patient en per maand;Tableau 4F: Nombre de journées par centre de frais, par type de patient et par mois
5;SFTRIM_FINAL;TAB4_05;Tabel 4G: Aantal opnames per kostenplaats, per type patient en per maand;Tableau 4G: Nombre d'admission par centre de frais, par type de patient et par mois
5;SFTRIM_FINAL;TAB4_07;Tabel 4H: Aantal ontslagen, overlijdens inbgrepen per kostenplaats, per type patient en per maand;Tableau 4H: Nombre de sorties y compris les décès par centre de frais, par type de patient et par mois
5;SFTRIM_FINAL;TAB4_08;Tabel 4I: Aantal overlijden per kostenplaats, per type patient en per maand;Tableau 4I: Nombre de décès par centre de frais, par type de patient et par mois
5;SFTRIM_FINAL;TAB4_J;Tabel 4J: Aantal opnames per kostenplaats, per type patiënt, per bewegingstype en per maand;Tableau 4J: Nombre d'admission par centre de frais, par type de patient, par mouvement et par mois
5;SFTRIM_FINAL;TAB5;Tabel 7: Aantal records (N) en som van de aantallen of bedragen per RIZIV_code per maand;Tableau 7: Nombre de records (N) et la somme des nombres ou montants par code INAMI par mois.
5;SFTRIM_FINAL;TYPE_REPORT;Finaal rapport;Rapport final
5;SFTRIM_FINAL;TITLE_REPORT;Overzicht van de fouten;Résume des erreurs
5;SFTRIM_FINAL;foot;Directoraat-generaal Gezondheidszorg;Direction générale Soins de Santé
5;SFTRIM_FINAL;foot1;Dienst Financiering van de Ziekenhuizen;Service Financement des Hôpitaux
5;SFTRIM_FINAL;CONCL1;Er zijn geen fouten. De zending kan doorgestuurd worden.;Il n'y a pas d'erreur. L'envoi peut être transmis.
5;SFTRIM_FINAL;CONCL2;Er zijn nog fouten met severity 1. De gegevens kunnen nog niet doorgestuurd worden.;Il y encore des erreurs severité 1. Les Données ne peuvent pas être transmises.
5;SFTRIM_FINAL;CONCL3;Er zijn nog fouten met severity 2. Als de gegevens voor Uw instelling correct zijn kan U de zending doorsturen.;Il y a encore des erreurs severité 2. Si les Données pour votre institution sont correctes, vous pouvez transmettre les données.
5;SFTRIM_FINAL;CONCL4;Er zijn alleen nog fouten met severity 3, dit zijn enkel waarschuwingen. Als de gevens correct zijn kan U de zending doorsturen.;Il y a que des erreurs severité 3, il ne s'agit que des avertissements. Si les Données sont correctes, vous pouvez transmettre les données.
5;SFTRIM_FINAL;label_concl;Conclusie;Conclusion
6;SFREV_BASIC;SFREV_TAB21;Tabel 21: Balans na verdeling;Tableau 21: Bilan après répartition
6;SFREV_BASIC;SFREV_TAB22;Tablel 22: Rekening van het resultaat na verdeling;Tableau 22: Compte de résultat après répartition
6;SFREV_BASIC;SFREV_TAB23;Tabel 23: Rekening van het resultaat per definitieve kostenplaats;Tableau 23: Compte de résultat par centre de frais définitifs
6;SFREV_BASIC;LB_COA_ORDER_NUMBER;Volgnummer;No de suite
6;SFREV_BASIC;LB_COA_ACCOUNT_CODE;Rekeningnummer;No du compte
6;SFREV_BASIC;LB_COA_ACCOUNT_LABEL;Naam van de rekening;Nom du compte
6;SFREV_BASIC;LB_VALUE;Bedrag;Montant
6;SFREV_BASIC;LB_CODE_ID;KP Code;Code CF
6;SFREV_BASIC;LB_LONG_DESC;Kostenplaats;Centre de frais définitifs
6;SFREV_BASIC;LB_CHARGES;Kosten;Charges
6;SFREV_BASIC;LB_PRODUITS;Produkten;Produits
6;SFREV_BASIC;LB_SOLDEN;Negatief  saldo;Solde négatif
6;SFREV_BASIC;LB_SOLDEP;Positief saldo;Solde posifif
6;SFREV_BASIC;tot;Totaal;Total
6;SFREV_BASIC;stot;Subtotaal;Sous-total
7;SFTRIM_FINAL2.8;ass;Verzekeringsinstellingen;Organismes assureurs
7;SFTRIM_FINAL2.8;cost;Kostenplaats;Centre de frais
7;SFTRIM_FINAL2.8;mois;Maand;Mois
7;SFTRIM_FINAL2.8;Tot;Totaal;Total
7;SFTRIM_FINAL2.8;oa;7VI;7OA
7;SFTRIM_FINAL2.8;label1;Severity;Severité
7;SFTRIM_FINAL2.8;label2;Aantal controles;Nombre de contrôles
7;SFTRIM_FINAL2.8;label3;Aantal fouten;Nombre d' erreurs
7;SFTRIM_FINAL2.8;day;Dagen;Journées
7;SFTRIM_FINAL2.8;ad;Opnames;Admissions
7;SFTRIM_FINAL2.8;exit;Ontslagen;Sorties
7;SFTRIM_FINAL2.8;bed;Erkende bedden;Lits agréés
7;SFTRIM_FINAL2.8;exitdeath;Ontslagen: overlijdens inbrepen;Sorties: décès compris
7;SFTRIM_FINAL2.8;pat;Type patient;Type de patient
7;SFTRIM_FINAL2.8;OTHER;andere;autres
7;SFTRIM_FINAL2.8;death;Overlijdens;décès
7;SFTRIM_FINAL2.8;move;Beweging ;Mouvement
7;SFTRIM_FINAL2.8;forfait;RIZIV code;Code INAMI
7;SFTRIM_FINAL2.8;TAB1_03;Tabel 4A: Aantal dagen per verzekeringinstelling en per maand;Tableau 4A: Nombre de Journées par organisme assureur et par mois
7;SFTRIM_FINAL2.8;TAB1_05;Tabel 4B: Aantal opnames per verzekeringinstelling en per maand;Tableau 4B: Nombre d'admissions par organisme assureur et par mois
7;SFTRIM_FINAL2.8;TAB1_07;Tabel 4C: Aantal ontslagen, overlijdens inbgrepen per verzekeringinstelling en per maand;Tableau 4C: Nombre de sorties y compris les décès par organisme assureur et par mois
7;SFTRIM_FINAL2.8;TAB1_08;Tabel 4D: Aantal overlijdens per verzekeringinstelling en per maand;Tableau 4D: Nombre de décès par organisme assureur et par mois
7;SFTRIM_FINAL2.8;TAB2;Tabel 4E: Erkende bedden per kostenplaats en per maand;Tableau 4E: Lits agréés par centre de frais et par mois
7;SFTRIM_FINAL2.8;TAB4_03;Tabel 4F: Aantal dagen per kostenplaats, per type patient en per maand;Tableau 4F: Nombre de journées par centre de frais, par type de patient et par mois
7;SFTRIM_FINAL2.8;TAB4_05;Tabel 4G: Aantal opnames per kostenplaats, per type patient en per maand;Tableau 4G: Nombre d'admission par centre de frais, par type de patient et par mois
7;SFTRIM_FINAL2.8;TAB4_07;Tabel 4H: Aantal ontslagen, overlijdens inbgrepen per kostenplaats, per type patient en per maand;Tableau 4H: Nombre de sorties y compris les décès par centre de frais, par type de patient et par mois
7;SFTRIM_FINAL2.8;TAB4_08;Tabel 4I: Aantal overlijden per kostenplaats, per type patient en per maand;Tableau 4I: Nombre de décès par centre de frais, par type de patient et par mois
7;SFTRIM_FINAL2.8;TAB4_J;Tabel 4J: Aantal opnames per kostenplaats, per type patiënt, per bewegingstype en per maand;Tableau 4J: Nombre d'admission par centre de frais, par type de patient, par mouvement et par mois
7;SFTRIM_FINAL2.8;TAB5;Tabel 7A: Aantal records (N) en som van de aantallen of bedragen per RIZIV_code per maand en per site;Tableau 7A: Nombre de records (N) et la somme des nombres ou montants par code INAMI par mois et par site
7;SFTRIM_FINAL2.8;TAB6;Tabel 7B: Aantal forfaits en bedragen per site, RIZIV code, type patient en maand;Tableau 7B: Nombre de forfaits et montants par site, code INAMI, type de patient et mois
7;SFTRIM_FINAL2.8;TAB7;Tabel 7C: Aantal forfaits en bedragen per maand, site, RIZIV code, kostenplaats en type patient;Tableau 7C: Nombre de forfaits et montants par mois, site, code INAMI, centre de frais et type de patient
7;SFTRIM_FINAL2.8;TYPE_REPORT;Finaal rapport;Rapport final
7;SFTRIM_FINAL2.8;TITLE_REPORT;Overzicht van de fouten;Résume des erreurs
7;SFTRIM_FINAL2.8;foot;Directoraat-generaal Gezondheidszorg;Direction générale Soins de Santé
7;SFTRIM_FINAL2.8;foot1;Dienst Financiering van de Ziekenhuizen;Service Financement des Hôpitaux
7;SFTRIM_FINAL2.8;CONCL1;Er zijn geen fouten. De zending kan doorgestuurd worden.;Il n'y a pas d'erreur. L' envoi peut être transmis.
7;SFTRIM_FINAL2.8;CONCL2;Er zijn nog fouten met severity 1. De gegevens kunnen nog niet doorgestuurd worden.;Il y encore des erreurs sévérité 1. Les données ne peuvent pas être transmises.
7;SFTRIM_FINAL2.8;CONCL3;Er zijn nog fouten met severity 2. Als de gegevens voor Uw instelling correct zijn kan U de zending doorsturen.;Il y a encore des erreurs sévérité 2. Si les données pour votre institution sont correctes, vous pouvez transmettre les données.
7;SFTRIM_FINAL2.8;CONCL4;Er zijn alleen nog fouten met severity 3, dit zijn enkel waarschuwingen. Als de gevens correct zijn kan U de zending doorsturen.;Il y a que des erreurs sévérité 3, il s' agit que des avertissements. Si les données sont correctes, vous pouvez transmettre les données.
7;SFTRIM_FINAL2.8;label_concl;Conclusie;Conclusion
8;Z_N_GLOB_DT;et;EN;ET
8;Z_N_GLOB_DT;nb;Aantal;Nombre
8;Z_N_GLOB_DT;tot;Totaal;Total
8;Z_N_GLOB_DT;sev;Severity;sévérité
8;Z_N_GLOB_DT;ctrl;Controle;Contrôle
8;Z_N_GLOB_DT;desc;Beschrijving;Description
8;Z_N_GLOB_DT;PH_BN10900A_DB;WERDEN SAMEN GESCOORD VOOR DEZELFDE PATIENT GEDURENDE DEZELFDE Période VAN VEERPLEEGKUNDIGE ZORG. DEZE TWEE ITEMS ZIJN;ONT ETE ENCODES POUR LE MEME PATIENT DURANT LA MEME PERIODE DE SOIN INFIRMIER. CES ITEMS SONT
8;Z_N_GLOB_DT;PH_BN10900A_FN;INCOMPATIBEL;INCOMPATIBLES
8;Z_N_GLOB_DT;PH_BN10900A_1;VOLLEDIG;STRICTEMENT
8;Z_N_GLOB_DT;PH_BN10900A_2;WAARSCHIJNLIJK;PROBABLEMENT
8;Z_N_GLOB_DT;PH_BN10900A_3;TOT OP ZEKERE HOOGTE;RELATIVEMENT
9;SFREV_AGG;CTRL_LB;Controle;Contrôle
9;SFREV_AGG;SUITE_LB;Volgnummer (Totaal);No de suite (Total)
9;SFREV_AGG;SUITE_DT_LB;Volgnummer (Detail);No de suite (Details)
9;SFREV_AGG;VALUE_LB;Bedrag;Montant
9;SFREV_AGG;PH1;Het totaal voor dit volgnummer (;Le total pour ce numero de suite (
9;SFREV_AGG;PH2;) is verschillend van het totaal voor de gescoorde bedragen (;) est différent du total des montants encodés (
10;SFREV_FINAL;label1;Severity;Séverité
10;SFREV_FINAL;label2;Aantal controles;Nombre de contrôles
10;SFREV_FINAL;label3;Aantal fouten;Nombre d' erreurs
10;SFREV_FINAL;SFREV_TAB21;Tabel 21: Balans na verdeling;Tableau 21: Bilan après répartition
10;SFREV_FINAL;SFREV_TAB22;Tablel 22: Rekening van het resultaat na verdeling;Tableau 22: Compte de resultat après répartition
10;SFREV_FINAL;SFREV_TAB23;Tabel 23: Rekening van het resultaat per definitieve kostenplaats;Tableau 23: Compte de résultat par centre de frais définitifs
10;SFREV_FINAL;LB_COA_ORDER_NUMBER;Volgnummer;No de suite
10;SFREV_FINAL;LB_COA_ACCOUNT_CODE;Rekeningnummer;No du compte
10;SFREV_FINAL;LB_COA_ACCOUNT_LABEL;Naam van de rekening;Nom du compte
10;SFREV_FINAL;LB_VALUE;Bedrag;Montant
10;SFREV_FINAL;LB_CODE_ID;KP Code;Code CF
10;SFREV_FINAL;LB_LONG_DESC;Kostenplaats;Centre de frais définitifs
10;SFREV_FINAL;LB_CHARGES;Kosten;Charges
10;SFREV_FINAL;LB_PRODUITS;Opbrengsten;Produits
10;SFREV_FINAL;LB_SOLDEN;Negatief  saldo;Solde négatif
10;SFREV_FINAL;LB_SOLDEP;Positief saldo;Solde posifif
10;SFREV_FINAL;tot;Totaal;Total
10;SFREV_FINAL;stot;Subtotaal;Sous-total
10;SFREV_FINAL;CONCL1;Er zijn geen fouten. De zending kan doorgestuurd worden.;Il n'y a pas d'erreur. L' envoi peut être transmis.
10;SFREV_FINAL;CONCL2;Er zijn nog fouten met severity 1. De gegevens kunnen nog niet doorgestuurd worden.;Il y encore des erreurs sévérité 1. Les données ne peuvent pas être transmises.
10;SFREV_FINAL;CONCL3;Er zijn nog fouten met severity 2. Als de gegevens voor Uw instelling correct zijn kan U de zending doorsturen.;Il y a encore des erreurs sévérité 2. Si les données pour votre institution sont correctes, vous pouvez transmettre les données.
10;SFREV_FINAL;CONCL4;Er zijn alleen nog fouten met severity 3, dit zijn enkel waarschuwingen. Als de gevens correct zijn kan U de zending doorsturen.;Il y a que des erreurs sévérité 3, il ne s'agit que des avertissements. Si les données sont correctes, vous pouvez transmettre les données.
10;SFREV_FINAL;label_concl;Conclusie;Conclusion
10;SFREV_FINAL;TYPE_REPORT;Finaal rapport;Rapport final
10;SFREV_FINAL;TITLE_REPORT;Overzicht van de fouten;Résume des erreurs
10;SFREV_FINAL;foot;Directoraat-generaal Gezondheidszorg;Direction générale Soins de Santé
10;SFREV_FINAL;foot1;Dienst Financiering van de Ziekenhuizen;Service Financement des Hôpitaux
10;SFREV_FINAL;SFREV;SFREV;SFREV
10;SFREV_FINAL;AGR;Erkenningsnummer ziekenhuis;Numéro d'agrément de l'hôpital
10;SFREV_FINAL;HosName;Naam ziekenhuis;Nom de l'hôpital
10;SFREV_FINAL;RegSys;Registratiesysteem;Système d'enregistrement
10;SFREV_FINAL;Regper;Registratieperiode;Période d'enregistrement
10;SFREV_FINAL;ReportDate;Datum rapport;Date du rapport
11;GLOB_RPM;P1T1;Identificatie;Identification
11;GLOB_RPM;P1T2;Erkende behandeldiensten (SI-record);Services de traitement agrées (SI-record)
11;GLOB_RPM;label1;Severity;Séverité
11;GLOB_RPM;label2;Aantal controles;Nombre de contrôles
11;GLOB_RPM;label3;Aantal fouten;Nombre d' erreurs
11;GLOB_RPM;P1T3;Beschikbare plaatsen (SU-record);Places physiquement disponibles (SU-record)
11;GLOB_RPM;P1T4;Gerealiseerde ligdagen (DR-record);Journées d'hospitalisation réalisées (DR-record)
11;GLOB_RPM;P1T5;Bezettingsgraad;Taux d'occupation
11;GLOB_RPM;P1T6;Turn-over;Rotation
11;GLOB_RPM;P1T7;Distributie opnamedagen (MA04);Distribution des jours d'admission (MA04)
11;GLOB_RPM;P1T8;Verblijfsduur (MD04);Durée de séjour (MD04)
11;GLOB_RPM;P1T9;Afwezigheidsdagen (ID-records);Jours d'absence (ID-records)
